243.0,156.0
242.0,157.0
241.0,158.0
239.0,159.0
238.0,160.0
237.0,161.0
234.0,163.0
235.0,162.0
233.0,164.0
226.0,172.0
227.0,171.0
228.0,170.0
230.0,167.0
229.0,168.0
232.0,165.0
231.0,166.0
225.0,174.0
224.0,175.0
223.0,181.0
222.0,183.0
222.0,185.0
221.0,184.0
223.0,186.0
225.0,187.0
227.0,188.0
228.0,189.0
230.0,190.0
151.0,206.0
169.0,205.0
158.0,205.0
159.0,205.0
158.0,209.0
159.0,209.0
161.0,209.0
163.0,210.0
165.0,211.0
166.0,214.0
160.0,213.0
156.0,213.0
153.0,215.0
154.0,214.0
154.0,209.0
152.0,210.0
149.0,207.0
147.0,208.0
151.0,211.0
150.0,212.0
149.0,213.0
149.0,216.0
151.0,216.0
157.0,223.0
157.0,229.0
169.0,224.0
166.0,223.0
158.0,222.0
159.0,220.0
160.0,219.0
161.0,217.0
166.0,218.0
177.0,216.0
176.0,220.0
174.0,223.0
175.0,221.0
172.0,224.0
177.0,211.0
178.0,213.0
177.0,208.0
176.0,203.0
173.0,204.0
232.0,230.0
228.0,231.0
221.0,229.0
222.0,231.0
219.0,230.0
217.0,230.0
215.0,229.0
211.0,230.0
207.0,230.0
207.0,225.0
211.0,225.0
214.0,227.0
213.0,223.0
209.0,223.0
205.0,224.0
206.0,226.0
203.0,226.0
202.0,228.0
206.0,229.0
201.0,230.0
201.0,231.0
203.0,232.0
204.0,233.0
216.0,241.0
217.0,242.0
215.0,238.0
214.0,237.0
212.0,236.0
210.0,235.0
207.0,234.0
223.0,232.0
230.0,239.0
229.0,238.0
230.0,234.0
229.0,235.0
227.0,232.0
231.0,240.0
233.0,245.0
232.0,246.0
231.0,247.0
231.0,250.0
232.0,251.0
236.0,251.0
238.0,253.0
240.0,254.0
242.0,258.0
241.0,262.0
216.0,264.0
217.0,253.0
158.0,239.0
158.0,240.0
155.0,240.0
154.0,241.0
154.0,245.0
155.0,246.0
157.0,248.0
157.0,251.0
158.0,255.0
159.0,258.0
160.0,259.0
161.0,261.0
160.0,264.0
159.0,265.0
140.0,264.0
135.0,264.0
96.0,255.0
97.0,254.0
98.0,253.0
100.0,251.0
99.0,252.0
116.0,251.0
117.0,251.0
118.0,250.0
119.0,249.0
119.0,247.0
118.0,244.0
115.0,243.0
113.0,242.0
110.0,241.0
97.0,241.0
99.0,241.0
103.0,241.0
106.0,232.0
107.0,232.0
108.0,232.0
109.0,233.0
112.0,233.0
120.0,235.0
117.0,234.0
115.0,233.0
121.0,236.0
129.0,232.0
131.0,233.0
132.0,234.0
126.0,240.0
122.0,238.0
123.0,239.0
128.0,242.0
127.0,241.0
132.0,242.0
134.0,241.0
134.0,238.0
133.0,235.0
142.0,224.0
141.0,224.0
127.0,231.0
125.0,230.0
123.0,229.0
122.0,226.0
131.0,222.0
127.0,221.0
129.0,222.0
125.0,220.0
137.0,222.0
139.0,223.0
144.0,223.0
144.0,217.0
144.0,211.0
145.0,209.0
102.0,223.0
103.0,222.0
104.0,223.0
104.0,231.0
104.0,230.0
105.0,229.0
106.0,227.0
106.0,226.0
105.0,225.0
97.0,224.0
96.0,228.0
90.0,231.0
91.0,230.0
94.0,229.0
74.0,231.0
74.0,229.0
73.0,227.0
72.0,226.0
71.0,215.0
69.0,213.0
70.0,214.0
66.0,207.0
67.0,208.0
68.0,210.0
62.0,204.0
61.0,203.0
59.0,202.0
58.0,201.0
56.0,200.0
51.0,200.0
50.0,201.0
48.0,202.0
48.0,205.0
49.0,209.0
51.0,213.0
50.0,211.0
52.0,216.0
53.0,221.0
71.0,217.0
70.0,218.0
69.0,219.0
68.0,221.0
68.0,223.0
69.0,224.0
53.0,232.0
52.0,237.0
51.0,241.0
51.0,246.0
71.0,244.0
70.0,242.0
70.0,239.0
71.0,237.0
73.0,233.0
72.0,236.0
77.0,239.0
78.0,237.0
81.0,234.0
79.0,236.0
80.0,235.0
84.0,233.0
87.0,232.0
95.0,243.0
92.0,244.0
91.0,245.0
88.0,247.0
89.0,246.0
86.0,248.0
76.0,241.0
72.0,245.0
75.0,245.0
76.0,251.0
81.0,250.0
84.0,249.0
95.0,256.0
94.0,257.0
93.0,260.0
92.0,261.0
90.0,261.0
89.0,263.0
61.0,261.0
66.0,253.0
71.0,252.0
64.0,254.0
63.0,255.0
61.0,257.0
62.0,256.0
52.0,264.0
197.0,333.0
195.0,334.0
174.0,365.0
175.0,364.0
174.0,362.0
172.0,361.0
172.0,359.0
173.0,358.0
178.0,354.0
177.0,355.0
176.0,356.0
175.0,357.0
170.0,356.0
172.0,355.0
173.0,354.0
175.0,352.0
174.0,353.0
177.0,350.0
176.0,351.0
180.0,352.0
179.0,353.0
182.0,351.0
185.0,351.0
189.0,351.0
190.0,350.0
191.0,348.0
193.0,336.0
194.0,335.0
192.0,333.0
191.0,333.0
178.0,339.0
178.0,333.0
178.0,335.0
179.0,347.0
179.0,348.0
178.0,349.0
167.0,357.0
160.0,362.0
161.0,361.0
162.0,360.0
163.0,359.0
164.0,358.0
152.0,366.0
153.0,365.0
155.0,364.0
157.0,363.0
146.0,369.0
149.0,368.0
150.0,367.0
151.0,382.0
154.0,381.0
155.0,380.0
156.0,379.0
163.0,377.0
160.0,378.0
166.0,376.0
167.0,375.0
168.0,374.0
169.0,373.0
172.0,368.0
173.0,367.0
171.0,370.0
170.0,372.0
128.0,392.0
131.0,392.0
127.0,391.0
126.0,384.0
138.0,385.0
137.0,386.0
135.0,389.0
134.0,390.0
133.0,391.0
136.0,388.0
139.0,384.0
145.0,382.0
140.0,382.0
140.0,371.0
