0.000000000000000000e+00,1.700000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,5.103839188814163208e-02,5.108471214771270752e-02
0.000000000000000000e+00,2.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,6.973852217197418213e-02,6.977984309196472168e-02
0.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,8.176478743553161621e-02,8.284943550825119019e-02
0.000000000000000000e+00,4.000000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.166135221719741821e-01,1.166438832879066467e-01
0.000000000000000000e+00,4.100000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.087606921792030334e-01,1.087660491466522217e-01
0.000000000000000000e+00,4.400000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.078626438975334167e-01,1.085627600550651550e-01
0.000000000000000000e+00,4.600000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.001291573047637939e-01,1.012208908796310425e-01
0.000000000000000000e+00,4.900000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.313658505678176880e-01,1.314715147018432617e-01
0.000000000000000000e+00,5.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.282959580421447754e-01,1.283909827470779419e-01
0.000000000000000000e+00,5.300000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.344362199306488037e-01,1.345520466566085815e-01
0.000000000000000000e+00,6.000000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.547028720378875732e-01,1.547352522611618042e-01
0.000000000000000000e+00,6.200000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,1.397149711847305298e-01,1.401257514953613281e-01
0.000000000000000000e+00,6.700000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.214566156268119812e-01,1.215146332979202271e-01
0.000000000000000000e+00,6.800000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00,9.648511558771133423e-02,9.754627197980880737e-02
0.000000000000000000e+00,6.900000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00,1.005075424909591675e-01,1.008687540888786316e-01
0.000000000000000000e+00,7.700000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,2.686429321765899658e-01,2.845497429370880127e-01
0.000000000000000000e+00,7.800000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,2.700346410274505615e-01,2.876302599906921387e-01
0.000000000000000000e+00,8.100000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,2.769397199153900146e-01,2.887960076332092285e-01
0.000000000000000000e+00,8.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,2.715241014957427979e-01,2.819870412349700928e-01
0.000000000000000000e+00,8.600000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,2.654268145561218262e-01,2.708364129066467285e-01
0.000000000000000000e+00,9.200000000000000000e+01,0.000000000000000000e+00,9.000000000000000000e+00,2.338467240333557129e-01,2.379337549209594727e-01
0.000000000000000000e+00,9.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,2.260048985481262207e-01,2.292206883430480957e-01
0.000000000000000000e+00,9.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,2.211341857910156250e-01,2.245683968067169189e-01
0.000000000000000000e+00,9.700000000000000000e+01,0.000000000000000000e+00,1.100000000000000000e+01,1.851525753736495972e-01,1.887177675962448120e-01
0.000000000000000000e+00,1.010000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,1.940124332904815674e-01,1.958996355533599854e-01
0.000000000000000000e+00,1.060000000000000000e+02,0.000000000000000000e+00,3.000000000000000000e+00,1.999856531620025635e-01,1.999861598014831543e-01
0.000000000000000000e+00,1.070000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,2.126794904470443726e-01,2.128326147794723511e-01
0.000000000000000000e+00,1.140000000000000000e+02,0.000000000000000000e+00,7.000000000000000000e+00,2.503584325313568115e-01,2.529437839984893799e-01
0.000000000000000000e+00,1.150000000000000000e+02,0.000000000000000000e+00,7.000000000000000000e+00,2.592410445213317871e-01,2.629916667938232422e-01
0.000000000000000000e+00,1.200000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01,2.145121544599533081e-01,2.649294734001159668e-01
0.000000000000000000e+00,1.220000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01,1.875966042280197144e-01,2.375733256340026855e-01
0.000000000000000000e+00,1.240000000000000000e+02,0.000000000000000000e+00,1.500000000000000000e+01,1.722070127725601196e-01,2.139375805854797363e-01
0.000000000000000000e+00,1.320000000000000000e+02,0.000000000000000000e+00,1.700000000000000000e+01,1.247520670294761658e-01,1.701071113348007202e-01
0.000000000000000000e+00,1.450000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01,1.524163335561752319e-01,1.791150867938995361e-01
0.000000000000000000e+00,1.550000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01,2.289563268423080444e-01,2.623688280582427979e-01
0.000000000000000000e+00,1.560000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01,2.325853109359741211e-01,2.672396004199981689e-01
0.000000000000000000e+00,1.570000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01,2.354240566492080688e-01,2.702226936817169189e-01
0.000000000000000000e+00,1.590000000000000000e+02,0.000000000000000000e+00,1.900000000000000000e+01,9.714673459529876709e-02,9.754472225904464722e-02
0.000000000000000000e+00,1.670000000000000000e+02,0.000000000000000000e+00,1.700000000000000000e+01,1.347182840108871460e-01,1.526519507169723511e-01
0.000000000000000000e+00,1.700000000000000000e+02,0.000000000000000000e+00,1.900000000000000000e+01,1.093697547912597656e-01,1.259344518184661865e-01
0.000000000000000000e+00,1.740000000000000000e+02,0.000000000000000000e+00,1.700000000000000000e+01,1.146438345313072205e-01,1.395182609558105469e-01
0.000000000000000000e+00,1.790000000000000000e+02,0.000000000000000000e+00,1.700000000000000000e+01,1.064010784029960632e-01,1.717258542776107788e-01
0.000000000000000000e+00,1.870000000000000000e+02,0.000000000000000000e+00,1.900000000000000000e+01,7.698250561952590942e-02,7.698417454957962036e-02
0.000000000000000000e+00,2.130000000000000000e+02,0.000000000000000000e+00,2.100000000000000000e+01,3.482228517532348633e-01,4.263910353183746338e-01
0.000000000000000000e+00,2.180000000000000000e+02,0.000000000000000000e+00,2.100000000000000000e+01,3.376030623912811279e-01,4.161098599433898926e-01
0.000000000000000000e+00,2.200000000000000000e+02,0.000000000000000000e+00,2.100000000000000000e+01,3.305369913578033447e-01,4.033323824405670166e-01
0.000000000000000000e+00,2.240000000000000000e+02,0.000000000000000000e+00,2.100000000000000000e+01,3.511334359645843506e-01,4.154023826122283936e-01
0.000000000000000000e+00,2.290000000000000000e+02,0.000000000000000000e+00,2.200000000000000000e+01,3.760269284248352051e-01,4.476062357425689697e-01
0.000000000000000000e+00,2.330000000000000000e+02,0.000000000000000000e+00,2.300000000000000000e+01,3.959233462810516357e-01,4.683392047882080078e-01
0.000000000000000000e+00,2.430000000000000000e+02,0.000000000000000000e+00,2.300000000000000000e+01,4.021540880203247070e-01,4.720305800437927246e-01
0.000000000000000000e+00,2.470000000000000000e+02,0.000000000000000000e+00,2.200000000000000000e+01,4.106073975563049316e-01,4.817992746829986572e-01
0.000000000000000000e+00,2.520000000000000000e+02,0.000000000000000000e+00,2.100000000000000000e+01,4.063793718814849854e-01,4.739757180213928223e-01
